"Town","County","Postcode"
"BALLYNAHINCH","DOWN","BT248AZ"
"KILLYLEAGH","DOWN","BT309SR"
"KILLYLEAGH","DOWN","BT309QN"
"ENNISKILLEN","FERMANAGH","BT747HZ"
"GILFORD","DOWN","BT636EG"
"DROMARA","DOWN","BT252PL"
"DRUMANESS","DOWN","BT248RZ"
"SAINTFIELD","DOWN","BT248XU"
"ENNISKILLEN","FERMANAGH","BT745AB"
"BALLYNAHINCH","DOWN","BT248BX"
"KILLYLEAGH","DOWN","BT309SN"
"CARRICKFERGUS","ANTRIM","BT387QS"
"DROMORE","DOWN","BT251AA"
"DOWNPATRICK","DOWN","BT306BW"
"CROSSGAR","DOWN","BT309EG"
"ENNISKILLEN","FERMANAGH","BT745AH"
"ENNISKILLEN","FERMANAGH","BT746NL"
"ENNISKILLEN","FERMANAGH","BT746HZ"
"DROMORE","DOWN","BT251PR"
"DROMORE","DOWN","BT252AE"
"BALLYNAHINCH","DOWN","BT248LT"
"CROSSGAR","DOWN","BT309HJ"
"DOWNPATRICK","DOWN","BT309AH"
"ENNISKILLEN","FERMANAGH","BT747NN"
"STRANGFORD","DOWN","BT307LF"
"CROSSGAR","DOWN","BT309EB"
"CROSSGAR","DOWN","BT309JR"
"DOWNPATRICK","DOWN","BT307LP"
"DROMORE","DOWN","BT252DQ"
"KILLYLEAGH","DOWN","BT309SW"
"CROSSGAR","DOWN","BT309EJ"
"PORTAFERRY","DOWN","BT221NJ"
"ENNISKILLEN","FERMANAGH","BT748AL"
"DROMORE","DOWN","BT251DX"
"DROMORE","DOWN","BT251DL"
"PORTAFERRY","DOWN","BT221JR"
"ENNISKILLEN","FERMANAGH","BT744DS"
"DRUMANESS","DOWN","BT248PU"
"TANDRAGEE","ARMAGH","BT622AL"
"TANDRAGEE","ARMAGH","BT622NU"
"BANBRIDGE","DOWN","BT323HY"
NA,"ARMAGH","BT604LW"
"ARMAGH","ARMAGH","BT604BL"
"BANGOR","DOWN","BT197AR"
"ARMAGH","ARMAGH","BT602BB"
"ARMAGH","ARMAGH","BT604PL"
"TANDRAGEE","ARMAGH","BT622DN"
"ARMAGH","ARMAGH","BT601JB"
"SCARVA","DOWN","BT636LU"
"ARMAGH","ARMAGH","BT604QZ"
"BROOKEBOROUGH","FERMANAGH","BT750NF"
"ARMAGH","ARMAGH","BT617QU"
"ARMAGH","ARMAGH","BT617EH"
"ENNISKILLEN","FERMANAGH","BT922DP"
"MIDDLETOWN","ARMAGH","BT604JP"
"MIDDLETOWN","ARMAGH","BT604HZ"
"ARMAGH","ARMAGH","BT604HF"
"TEMPO","FERMANAGH","BT943DF"
"LISBELLAW","FERMANAGH","BT945BA"
"ENNISKILLEN","FERMANAGH","BT922FE"
"ENNISKILLEN","FERMANAGH","BT744BP"
"MAGUIRESBRIDGE","FERMANAGH","BT944NL"
"KINALLEN","DOWN","BT252EU"
"DROMARA","DOWN","BT252DD"
"DOWNPATRICK","DOWN","BT306SY"
"SEAPATRICK","DOWN","BT324PQ"
"BANBRIDGE","DOWN","BT324DG"
"DOWNPATRICK","DOWN","BT306SB"
"BANBRIDGE","DOWN","BT324JF"
"DOWNPATRICK","DOWN","BT306SL"
"ENNISKILLEN","FERMANAGH","BT749FB"
"BELCOO","FERMANAGH","BT935FB"
"ARMAGH","ARMAGH","BT603LT"
"RICHHILL","ARMAGH","BT619HN"
"PORTADOWN","ARMAGH","BT623SX"
"TANDRAGEE","ARMAGH","BT622LR"
"CASTLEWELLAN","DOWN","BT319NY"
"BANBRIDGE","DOWN","BT324LR"
"ENNISKILLEN","FERMANAGH","BT746AZ"
"ENNISKILLEN","FERMANAGH","BT746ES"
"BANBRIDGE","DOWN","BT323BW"
"FIVEMILETOWN","TYRONE","BT750JB"
"ARMAGH","ARMAGH","BT617HT"
"TANDRAGEE","ARMAGH","BT622BL"
"TANDRAGEE","ARMAGH","BT622BH"
"BANBRIDGE","DOWN","BT323LT"
"TEMPO","FERMANAGH","BT943PL"
"ENNISKILLEN","FERMANAGH","BT744RJ"
"CALEDON","TYRONE","BT684TZ"
"CALEDON","TYRONE","BT684TP"
"FIVEMILETOWN","TYRONE","BT750SA"
"ARMAGH","ARMAGH","BT604RU"
"FIVEMILETOWN","TYRONE","BT750JG"
"ARMAGH","ARMAGH","BT601BQ"
"ENNISKILLEN","FERMANAGH","BT746HN"
"ARMAGH","ARMAGH","BT601BT"
"ARMAGH","ARMAGH","BT604AE"
"TANDRAGEE","ARMAGH","BT622AS"
"MILFORD","ARMAGH","BT603PB"
"HAMILTONSBAWN","ARMAGH","BT619SD"
"MARKETHILL","ARMAGH","BT601TX"
"LOUGHBRICKLAND","DOWN","BT323NJ"
"BANBRIDGE","DOWN","BT323UT"
"BANBRIDGE","DOWN","BT323XS"
"ENNISKILLEN","FERMANAGH","BT746LA"
"ARMAGH","ARMAGH","BT604AW"
"BROOKEBOROUGH","FERMANAGH","BT750NS"
"FIVEMILETOWN","TYRONE","BT750QF"
"ARMAGH","ARMAGH","BT617JS"
"SEAPATRICK","DOWN","BT324HY"
"CALEDON","TYRONE","BT684TS"
"LISBELLAW","FERMANAGH","BT945FN"
"ARMAGH","ARMAGH","BT601EX"
"TANDRAGEE","ARMAGH","BT622ET"
"ARMAGH","ARMAGH","BT618RQ"
"ARMAGH","ARMAGH","BT604BU"
NA,"ARMAGH","BT604SZ"
"ARMAGH","ARMAGH","BT617EE"
"ARMAGH","ARMAGH","BT601NX"
"ARMAGH","ARMAGH","BT601HS"
"HAMILTONSBAWN","ARMAGH","BT622HN"
"TANDRAGEE","ARMAGH","BT622NR"
NA,"ARMAGH","BT622PB"
"BANBRIDGE","DOWN","BT323NF"
"BANBRIDGE","DOWN","BT323FD"
"ARMAGH","ARMAGH","BT618AJ"
NA,"DOWN","BT252JF"
"MARKETHILL","ARMAGH","BT601QA"
"BANBRIDGE","DOWN","BT323JU"
"BANBRIDGE","DOWN","BT323JL"
"BANBRIDGE","DOWN","BT324RE"
"BANBRIDGE","DOWN","BT324RF"
"POYNTZPASS","ARMAGH","BT356TW"
"DROMARA","DOWN","BT252EH"
"KATESBRIDGE","DOWN","BT325QZ"
"DOWNPATRICK","DOWN","BT306GA"
"ENNISKILLEN","FERMANAGH","BT922DN"
"LISBELLAW","FERMANAGH","BT945JG"
"MAGUIRESBRIDGE","FERMANAGH","BT944PB"
"ARMAGH","ARMAGH","BT602DB"
"DOWNPATRICK","DOWN","BT306PA"
"DOWNPATRICK","DOWN","BT306TE"
"BROOKEBOROUGH","FERMANAGH","BT944EY"
"BROOKEBOROUGH","FERMANAGH","BT944BQ"
"DOWNPATRICK","DOWN","BT306XX"
"BALLINASKEAGH","DOWN","BT325DN"
"MONTEITH","DOWN","BT325AJ"
"KEADY","ARMAGH","BT602QQ"
"BANBRIDGE","DOWN","BT323TX"
"DOWNPATRICK","DOWN","BT309AE"
"DOWNPATRICK","DOWN","BT308AQ"
"DOWNPATRICK","DOWN","BT306NJ"
"DOWNPATRICK","DOWN","BT307HW"
"DOWNPATRICK","DOWN","BT307DG"
"BELCOO","FERMANAGH","BT935AR"
"BELCOO","FERMANAGH","BT935GF"
"DOWNPATRICK","DOWN","BT306TT"
"NEWRY","ARMAGH","BT356QD"
"ROSSLEA","FERMANAGH","BT927PP"
"KEADY","ARMAGH","BT603SY"
"MARKETHILL","ARMAGH","BT601PT"
"BALLYWARD","DOWN","BT319RT"
"DOWNPATRICK","DOWN","BT306RS"
"DOWNPATRICK","DOWN","BT306JJ"
"CASTLEWELLAN","DOWN","BT319BQ"
"LISNASKEA","FERMANAGH","BT920BQ"
"RATHFRILAND","DOWN","BT345PT"
"BELLANALECK","FERMANAGH","BT922EA"
"LISBELLAW","FERMANAGH","BT945EA"
"DOWNPATRICK","DOWN","BT306JF"
"LISNASKEA","FERMANAGH","BT920PQ"
"DOWNPATRICK","DOWN","BT307PN"
"LISNASKEA","FERMANAGH","BT920JE"
"LISNASKEA","FERMANAGH","BT920JP"
"BELFAST","DOWN","BT73DQ"
"BESSBROOK","ARMAGH","BT357DQ"
"BALLYWARD","DOWN","BT319RY"
"DOWNPATRICK","DOWN","BT308RU"
"BANBRIDGE","DOWN","BT323XD"
"CORBET","DOWN","BT325JX"
"LISBELLAW","FERMANAGH","BT945JA"
"DOWNPATRICK","DOWN","BT306HJ"
"ARMAGH","ARMAGH","BT602DN"
"BANBRIDGE","DOWN","BT324DE"
"DOWNPATRICK","DOWN","BT306NL"
"DOWNPATRICK","DOWN","BT306JY"
"BALLYWARD","DOWN","BT319PT"
"CASTLEWELLAN","DOWN","BT319NH"
"ENNISKILLEN","FERMANAGH","BT744HL"
"BANBRIDGE","DOWN","BT324QX"
"CORBET","DOWN","BT325JP"
"BANBRIDGE","DOWN","BT324EN"
"CASTLEWELLAN","DOWN","BT319JN"
"ANNACLONE","DOWN","BT325AZ"
"ARMAGH","ARMAGH","BT602LY"
"DUNMURRY","ANTRIM","BT179HY"
"BALLYNAHINCH","DOWN","BT248QF"
"DOWNPATRICK","DOWN","BT308JG"
"DOWNPATRICK","DOWN","BT306ST"
"DOWNPATRICK","DOWN","BT306HB"
"BANBRIDGE","DOWN","BT323LB"
"BANBRIDGE","DOWN","BT324QH"
"DOWNPATRICK","DOWN","BT308NQ"
"LISBELLAW","FERMANAGH","BT945DF"
"ARMAGH","ARMAGH","BT602JE"
"MARKETHILL","ARMAGH","BT601TJ"
"BANBRIDGE","DOWN","BT324JY"
"MARKETHILL","ARMAGH","BT601TH"
"BANBRIDGE","DOWN","BT323DA"
"BANBRIDGE","DOWN","BT323NX"
"BANBRIDGE","DOWN","BT323NZ"
"KATESBRIDGE","DOWN","BT325PL"
"DROMARA","DOWN","BT252BZ"
"MIDDLETOWN","ARMAGH","BT603QL"
"DOWNPATRICK","DOWN","BT306SA"
"CASTLEWELLAN","DOWN","BT319NR"
"ARMAGH","ARMAGH","BT602HH"
"NEWRY","ARMAGH","BT356NY"
"KEADY","ARMAGH","BT603QY"
"RATHFRILAND","DOWN","BT345BB"
"RATHFRILAND","DOWN","BT345AW"
"DOWNPATRICK","DOWN","BT308TH"
"DOWNPATRICK","DOWN","BT308SH"
"NEWRY","DOWN","BT341NU"
"HILLTOWN","DOWN","BT345TS"
"HILLTOWN","DOWN","BT345UP"
"HILLTOWN","DOWN","BT345UF"
"DOWNPATRICK","DOWN","BT307EF"
"KEADY","ARMAGH","BT603TR"
"KEADY","ARMAGH","BT603UR"
"NEWRY","ARMAGH","BT356LS"
"HILLTOWN","DOWN","BT345XQ"
"NEWRY","DOWN","BT345HT"
"NEWCASTLE","DOWN","BT330QY"
"CASTLEWELLAN","DOWN","BT319JP"
"ARDGLASS","DOWN","BT307TU"
"CASTLEWELLAN","DOWN","BT319HB"
"NEWRY","DOWN","BT341LP"
"MARKETHILL","ARMAGH","BT601RQ"
"DUNDRUM","DOWN","BT330ND"
"DOWNPATRICK","DOWN","BT308SX"
"DOWNPATRICK","DOWN","BT308NW"
"MONTEITH","DOWN","BT325AG"
"NEWRY","DOWN","BT356AD"
"NEWCASTLE","DOWN","BT330TP"
"DOWNPATRICK","DOWN","BT308ER"
"BESSBROOK","ARMAGH","BT357EH"
"NEWRY","ARMAGH","BT358HH"
"NEWRY","DOWN","BT342DP"
"NEWRY","DOWN","BT342QS"
"NEWCASTLE","DOWN","BT330LF"
"NEWTOWNBUTLER","FERMANAGH","BT928HZ"
"NEWTOWNBUTLER","FERMANAGH","BT926GZ"
"NEWRY","ARMAGH","BT356LJ"
"NEWCASTLE","DOWN","BT330RE"
"NEWCASTLE","DOWN","BT330JG"
"NEWCASTLE","DOWN","BT330UA"
"ARMAGH","ARMAGH","BT602PS"
"RATHFRILAND","DOWN","BT345ND"
"LISNASKEA","FERMANAGH","BT920FP"
"LISNASKEA","FERMANAGH","BT920BS"
"ENNISKILLEN","FERMANAGH","BT923EF"
"ARDGLASS","DOWN","BT307SQ"
"ROSSLEA","FERMANAGH","BT927LT"
"KEADY","ARMAGH","BT603SH"
"BALLYWARD","DOWN","BT319SY"
"BALLYRONEY","DOWN","BT325EU"
"CASTLEWELLAN","DOWN","BT319JA"
"KINAWLEY","FERMANAGH","BT924AF"
"DERRYLIN","FERMANAGH","BT929DW"
"KEADY","ARMAGH","BT603SN"
"KEADY","ARMAGH","BT603RW"
"ARMAGH","ARMAGH","BT603AY"
"RATHFRILAND","DOWN","BT345AZ"
"ARMAGH","ARMAGH","BT602HD"
"CASTLEWELLAN","DOWN","BT319DX"
"LISNASKEA","FERMANAGH","BT920PF"
"KEADY","ARMAGH","BT602RZ"
"MOUNTNORRIS","ARMAGH","BT602UW"
"CASTLEWELLAN","DOWN","BT319JF"
"KINAWLEY","FERMANAGH","BT923AZ"
"ARDGLASS","DOWN","BT307TR"
"NEWRY","DOWN","BT341SW"
"MARKETHILL","ARMAGH","BT601RD"
"DOWNPATRICK","DOWN","BT308DF"
"RATHFRILAND","DOWN","BT345NR"
"LISNASKEA","FERMANAGH","BT920LE"
"ARMAGH","ARMAGH","BT602TT"
"NEWCASTLE","DOWN","BT330QL"
"DOWNPATRICK","DOWN","BT308AY"
"DOWNPATRICK","DOWN","BT307HG"
"DOWNPATRICK","DOWN","BT307ED"
"KINAWLEY","FERMANAGH","BT924EQ"
"NEWTOWNBUTLER","FERMANAGH","BT926HZ"
"KEADY","ARMAGH","BT602ND"
"ARMAGH","ARMAGH","BT602NG"
"CASTLEWELLAN","DOWN","BT319NE"
"CASTLEWELLAN","DOWN","BT319GA"
"ARDGLASS","DOWN","BT307TF"
"RATHFRILAND","DOWN","BT345RL"
"NEWRY","DOWN","BT345HR"
"CASTLEWELLAN","DOWN","BT319HU"
"BESSBROOK","ARMAGH","BT357NF"
"NEWRY","DOWN","BT341RF"
"NEWRY","DOWN","BT341QY"
"BANBRIDGE","DOWN","BT323PH"
"ARMAGH","ARMAGH","BT602QT"
"BESSBROOK","ARMAGH","BT357BA"
"NEWRY","DOWN","BT356EG"
"NEWCASTLE","DOWN","BT330TN"
"CAMLOUGH","ARMAGH","BT357BF"
"BELLEEK","ARMAGH","BT357QR"
"BESSBROOK","ARMAGH","BT356PL"
"BESSBROOK","ARMAGH","BT357AQ"
"NEWRY","ARMAGH","BT356DT"
"NEWRY","ARMAGH","BT358DG"
"NEWCASTLE","DOWN","BT330JP"
"DERRYLIN","FERMANAGH","BT929JQ"
"NEWCASTLE","DOWN","BT330LR"
"BESSBROOK","ARMAGH","BT357DW"
"BESSBROOK","ARMAGH","BT357DN"
"NEWTOWNBUTLER","FERMANAGH","BT926JB"
"NEWTOWNHAMILTON","ARMAGH","BT350JB"
"NEWRY","ARMAGH","BT358NP"
"NEWRY","ARMAGH","BT358XB"
"NEWRY","ARMAGH","BT356HD"
"BESSBROOK","ARMAGH","BT357NG"
"BELLEEK","ARMAGH","BT357QZ"
"NEWRY","DOWN","BT341LJ"
"NEWRY","DOWN","BT341LA"
"NEWRY","DOWN","BT341JJ"
"HILLTOWN","DOWN","BT345XZ"
"BESSBROOK","ARMAGH","BT356LF"
"WHITECROSS","ARMAGH","BT602JU"
"ROSTREVOR","DOWN","BT343BQ"
"KILKEEL","DOWN","BT344HW"
"KILKEEL","DOWN","BT344QA"
"NEWCASTLE","DOWN","BT330HB"
"NEWRY","DOWN","BT341AB"
"BESSBROOK","ARMAGH","BT357AW"
"FINTONA","TYRONE","BT782JP"
"NEWRY","ARMAGH","BT358NN"
"ANNALONG","DOWN","BT344QH"
"ANNALONG","DOWN","BT344YZ"
"NEWRY","DOWN","BT341PS"
"MAYOBRIDGE","DOWN","BT342JH"
"WARRENPOINT","DOWN","BT343FA"
"WARRENPOINT","DOWN","BT343TY"
"BALLYMARTIN","DOWN","BT344UG"
"BALLYMARTIN","DOWN","BT344UQ"
"KILKEEL","DOWN","BT344YD"
"NEWRY","ARMAGH","BT358RA"
"NEWRY","ARMAGH","BT356TX"
"NEWCASTLE","DOWN","BT330EU"
"NEWCASTLE","DOWN","BT330BB"
"BELLEEK","ARMAGH","BT357PX"
"MULLAGHBAWN","ARMAGH","BT359XB"
"NEWRY","DOWN","BT358ER"
"NEWRY","DOWN","BT341PT"
"NEWRY","ARMAGH","BT358XG"
"NEWRY","DOWN","BT341LR"
"NEWRY","DOWN","BT341NQ"
"NEWCASTLE","DOWN","BT330LW"
"NEWRY","DOWN","BT341JT"
"BESSBROOK","ARMAGH","BT357DF"
"NEWRY","DOWN","BT342AS"
"NEWRY","DOWN","BT342QP"
"NEWRY","DOWN","BT342AW"
"NEWCASTLE","DOWN","BT330DS"
"NEWTOWNBUTLER","FERMANAGH","BT926FE"
"BESSBROOK","ARMAGH","BT357EN"
"NEWRY","ARMAGH","BT350DD"
"NEWRY","ARMAGH","BT358GJ"
"NEWRY","ARMAGH","BT358HL"
"NEWCASTLE","DOWN","BT330GA"
"DERRYLIN","FERMANAGH","BT929DY"
"NEWCASTLE","DOWN","BT330BE"
"BELLEEK","ARMAGH","BT357PZ"
"NEWRY","DOWN","BT358AS"
"NEWRY","DOWN","BT356AR"
"NEWRY","ARMAGH","BT356EL"
"NEWRY","ARMAGH","BT358NZ"
"NEWRY","DOWN","BT342AG"
"NEWRY","DOWN","BT341PR"
"NEWRY","DOWN","BT341BF"
"NEWRY","DOWN","BT341HP"
"RATHFRILAND","DOWN","BT345QP"
"RATHFRILAND","DOWN","BT345QA"
"NEWCASTLE","DOWN","BT330HR"
"NEWCASTLE","DOWN","BT330QS"
"NEWTOWNHAMILTON","ARMAGH","BT350HZ"
"NEWRY","ARMAGH","BT357LT"
"NEWRY","DOWN","BT358EQ"
"NEWRY","DOWN","BT341QL"
"NEWRY","DOWN","BT341LQ"
"DERRYLIN","FERMANAGH","BT929GE"
"DERRYLIN","FERMANAGH","BT929NB"
"NEWTOWNBUTLER","FERMANAGH","BT928AF"
"BESSBROOK","ARMAGH","BT357EG"
"BESSBROOK","ARMAGH","BT357AE"
"BESSBROOK","ARMAGH","BT357EJ"
"NEWTOWNHAMILTON","ARMAGH","BT350PH"
"HILLTOWN","DOWN","BT345UY"
"NEWCASTLE","DOWN","BT330DR"
"NEWRY","ARMAGH","BT357LR"
"NEWRY","ARMAGH","BT358GL"
"NEWTOWNBUTLER","FERMANAGH","BT926FQ"
"LISLEA","ARMAGH","BT359UD"
"NEWRY","ARMAGH","BT358BA"
"NEWRY","ARMAGH","BT358LR"
"NEWRY","ARMAGH","BT358XA"
"NEWRY","DOWN","BT341DN"
"NEWCASTLE","DOWN","BT330JD"
"NEWCASTLE","DOWN","BT330EE"
"KILKEEL","DOWN","BT344HE"
"KILKEEL","DOWN","BT344AL"
"CULLYHANNA","ARMAGH","BT350QB"
"WARRENPOINT","DOWN","BT343SQ"
"NEWRY","ARMAGH","BT358SW"
"WARRENPOINT","DOWN","BT343PT"
"ROSTREVOR","DOWN","BT343EY"
"ANNALONG","DOWN","BT344XH"
"CROSSMAGLEN","ARMAGH","BT359EL"
"KILKEEL","DOWN","BT344LU"
"KILKEEL","DOWN","BT344JP"
"KILKEEL","DOWN","BT344EL"
"KILKEEL","DOWN","BT344ED"
"MULLAGHBAWN","ARMAGH","BT359TZ"
"JONESBOROUGH","ARMAGH","BT358HT"
"KILKEEL","DOWN","BT344EG"
"NEWRY","DOWN","BT342PE"
"WARRENPOINT","DOWN","BT343QT"
"MAYOBRIDGE","DOWN","BT342HA"
"JONESBOROUGH","ARMAGH","BT358JE"
"KILKEEL","DOWN","BT344HT"
"WARRENPOINT","DOWN","BT343SJ"
"BALLYMARTIN","DOWN","BT344UL"
"ROSTREVOR","DOWN","BT343EB"
"DERRYLIN","FERMANAGH","BT929FT"
"WARRENPOINT","DOWN","BT343FR"
"NEWRY","ARMAGH","BT358SL"
"ROSTREVOR","DOWN","BT343BJ"
"SILVERBRIDGE","ARMAGH","BT359LZ"
"MAYOBRIDGE","DOWN","BT342SQ"
"WARRENPOINT","DOWN","BT343SX"
"COMBER","DOWN","BT235JP"
"COMBER","DOWN","BT235JZ"
"SILVERBRIDGE","ARMAGH","BT359PQ"
"BELFAST","DOWN","BT60EP"
"BELFAST","DOWN","BT41JF"
"BELFAST","ANTRIM","BT132DE"
"BALLINAMALLARD","FERMANAGH","BT942BB"
"DONAGHADEE","DOWN","BT210AW"
"BELFAST","ANTRIM","BT12QS"
"WARRENPOINT","DOWN","BT343GY"
"KILKEEL","DOWN","BT344XZ"
"KILKEEL","DOWN","BT344NQ"
"BELFAST","ANTRIM","BT97EF"
"BELFAST","ANTRIM","BT125FH"
"MAYOBRIDGE","DOWN","BT342RX"
"NEWRY","DOWN","BT341DF"
"HILLTOWN","DOWN","BT345YP"
"WARRENPOINT","DOWN","BT343GD"
"ROSTREVOR","DOWN","BT343DZ"
"NEWTOWNBUTLER","FERMANAGH","BT926DY"
"CULLYHANNA","ARMAGH","BT350LR"
"CULLYHANNA","ARMAGH","BT350LT"
"CROSSMAGLEN","ARMAGH","BT359BS"
"SILVERBRIDGE","ARMAGH","BT359LE"
"ROSTREVOR","DOWN","BT343HB"
"ROSTREVOR","DOWN","BT343TB"
"KILKEEL","DOWN","BT344HL"
"KILKEEL","DOWN","BT344DZ"
"CULLYHANNA","ARMAGH","BT350JQ"
"WARRENPOINT","DOWN","BT343JA"
"WARRENPOINT","DOWN","BT343PD"
"KILKEEL","DOWN","BT344RY"
"ANNALONG","DOWN","BT344TH"
"ANNALONG","DOWN","BT344TX"
"NEWRY","DOWN","BT342PF"
"NEWRY","ARMAGH","BT358TL"
"ROSTREVOR","DOWN","BT343DW"
"ROSTREVOR","DOWN","BT343DL"
"CROSSMAGLEN","ARMAGH","BT359JN"
"MAYOBRIDGE","DOWN","BT342HQ"
"ROSTREVOR","DOWN","BT343AS"
"NEWRY","DOWN","BT341QX"
"CULLYHANNA","ARMAGH","BT350LH"
"HILLTOWN","DOWN","BT345UE"
"WARRENPOINT","DOWN","BT343GT"
"WARRENPOINT","DOWN","BT343PE"
"MULLAGHBAWN","ARMAGH","BT359RQ"
"NEWRY","DOWN","BT341LD"
"WARRENPOINT","DOWN","BT343NY"
"KILKEEL","DOWN","BT344SA"
"ANNALONG","DOWN","BT344BQ"
"CROSSMAGLEN","ARMAGH","BT359EB"
"COOKSTOWN","TYRONE","BT808NG"
"MAYOBRIDGE","DOWN","BT342SX"
"WARRENPOINT","DOWN","BT343PN"
"KILKEEL","DOWN","BT344AF"
"KILKEEL","DOWN","BT344YJ"
"NEWRY","DOWN","BT342EH"
"NEWRY","DOWN","BT342AN"
"ROSTREVOR","DOWN","BT343DR"
"WARRENPOINT","DOWN","BT343RZ"
"CROSSMAGLEN","ARMAGH","BT359AG"
"BELFAST","ANTRIM","BT71PN"
"BELLEEK","FERMANAGH","BT933AF"
"BELFAST","ANTRIM","BT132RT"
"DUNMURRY","ANTRIM","BT170XJ"
"ANTRIM","ANTRIM","BT414FB"
"CARRICKFERGUS","ANTRIM","BT387FH"
"PORTADOWN","ARMAGH","BT635AX"
"BELFAST","ANTRIM","BT96GL"
"BELFAST","DOWN","BT87WL"
"BELFAST","ANTRIM","BT95BB"
"BELFAST","ANTRIM","BT97JG"
"BELFAST","ANTRIM","BT96BN"
"BELFAST","ANTRIM","BT131FQ"
"BELFAST","ANTRIM","BT146RU"
"BELFAST","ANTRIM","BT125BP"
"BANGOR","DOWN","BT197RH"
"CASTLEDERG","TYRONE","BT817JB"
"LISBURN","ANTRIM","BT282XF"
"KILKEEL","DOWN","BT344LR"
"RATHFRILAND","DOWN","BT345EL"
NA,"DOWN","BT191TL"
"BALLYGOWAN","DOWN","BT236HB"
"SAINTFIELD","DOWN","BT247HD"
"BELFAST","DOWN","BT41GP"
"KILKEEL","DOWN","BT344NJ"
"PORTSTEWART","LONDONDERRY","BT557BD"
"BELFAST","ANTRIM","BT151ED"
"HOLYWOOD","DOWN","BT189QW"
"BELFAST","ANTRIM","BT118PZ"
"BALLYGAWLEY","TYRONE","BT702AT"
"BELFAST","ANTRIM","BT119NZ"
"CASTLEDAWSON","LONDONDERRY","BT458HD"
"BELFAST","DOWN","BT43FA"
"BELFAST","ANTRIM","BT71DD"
"BELFAST","ANTRIM","BT71XA"
"NEWTOWNABBEY","ANTRIM","BT379BY"
"BELFAST","ANTRIM","BT119AA"
"BELFAST","ANTRIM","BT11RB"
"CRUMLIN","ANTRIM","BT294PS"
"NEWCASTLE","DOWN","BT330QB"
"DOWNPATRICK","DOWN","BT306LL"
"NEWTOWNABBEY","ANTRIM","BT365GG"
"BELFAST","DOWN","BT60JB"
"BELFAST","DOWN","BT41BE"
"ROSTREVOR","DOWN","BT343AD"
"POYNTZPASS","ARMAGH","BT356TF"
"KILKEEL","DOWN","BT344XR"
"BALLYNAHINCH","DOWN","BT248AF"
"BANGOR","DOWN","BT204ES"
"BELFAST","ANTRIM","BT126FQ"
"BANGOR","DOWN","BT203LY"
"NEWRY","ARMAGH","BT358RZ"
"BELFAST","DOWN","BT43JH"
"BALLYMENA","ANTRIM","BT424NA"
"CASTLEREAGH","DOWN","BT86PS"
"KILKEEL","DOWN","BT344NN"
"BELFAST","ANTRIM","BT126RD"
"MAGHERALIN","DOWN","BT670FY"
"BELFAST","ANTRIM","BT132BW"
"BELFAST","DOWN","BT41BH"
"GARVAGH","LONDONDERRY","BT515FD"
"LURGAN","ARMAGH","BT667FF"
"KILKEEL","DOWN","BT344SP"
"ENNISKILLEN","FERMANAGH","BT746HR"
"DUNGANNON","TYRONE","BT717DW"
"ROSTREVOR","DOWN","BT343AW"
"DROMARA","DOWN","BT252LE"
"LARNE","ANTRIM","BT401FD"
"CROSSMAGLEN","ARMAGH","BT359BF"
"HOLYWOOD","DOWN","BT189DT"
"HOLYWOOD","DOWN","BT189FA"
"NEWTOWNARDS","DOWN","BT237AG"
"LARNE","ANTRIM","BT401GD"
"BELFAST","DOWN","BT39DU"
"BELFAST","DOWN","BT39EL"
"LIMAVADY","LONDONDERRY","BT490BG"
"KILREA","LONDONDERRY","BT515XZ"
"NEWTOWNARDS","DOWN","BT237LR"
"CASTLEDERG","TYRONE","BT817QT"
"ANTRIM","ANTRIM","BT414BE"
"NEWRY","ARMAGH","BT356JW"
"CARRICKFERGUS","ANTRIM","BT388SX"
"MULLAGHBAWN","ARMAGH","BT359RD"
"ROSTREVOR","DOWN","BT343DY"
"NEWTOWNABBEY","ANTRIM","BT366HX"
"BALLYCLARE","ANTRIM","BT399PS"
"NEWTOWNABBEY","ANTRIM","BT370DP"
"BALLYWARD","DOWN","BT319SR"
"NEWRY","DOWN","BT341ES"
"NEWRY","ARMAGH","BT358HG"
"NEWTOWNABBEY","ANTRIM","BT379QU"
"IRVINESTOWN","FERMANAGH","BT941AD"
"BROUGHSHANE","ANTRIM","BT424JP"
"LARNE","ANTRIM","BT401SY"
"CRUMLIN","ANTRIM","BT294DU"
"STRANGFORD","DOWN","BT307LZ"
"ANNALONG","DOWN","BT344QN"
"WARRENPOINT","DOWN","BT343PR"
"ANTRIM","ANTRIM","BT412LH"
"GARRISON","FERMANAGH","BT934AD"
"CARRICKFERGUS","ANTRIM","BT388EJ"
"LARNE","ANTRIM","BT403ES"
"BALLYMENA","ANTRIM","BT436AW"
"TOBERMORE","LONDONDERRY","BT455QY"
"LISBURN","DOWN","BT275RF"
"OMAGH","TYRONE","BT781DD"
"LONDONDERRY","LONDONDERRY","BT472PT"
"MAGHERA","LONDONDERRY","BT465QW"
"MAGHERA","LONDONDERRY","BT465RB"
"DOWNPATRICK","DOWN","BT308DX"
"LONDONDERRY","LONDONDERRY","BT488RT"
NA,"ANTRIM","BT282QD"
"CRUMLIN","ANTRIM","BT294RH"
"LISBURN","ANTRIM","BT283GY"
"DROMARA","DOWN","BT252PQ"
"BANBRIDGE","DOWN","BT323SN"
"DOWNPATRICK","DOWN","BT308DR"
